TAXON_ID,SCIENTIFIC_NAME,COMMON_NAME,AUTHORITY,PRIMARY_DISCIPLINE,ALL_DISCIPLINE_CODES,ORIGIN,TREATIES,SHORT_NAME,TAXON_LEVEL_CDE,PARENT_TAXON_ID,PARENT_TAXON_LEVEL_CDE,TAXON_TYPE,NVIS_GROWTHFORM,FFG_ACT_STATUS,EPBC_ACT_STATUS,VIC_ADVISORY_STATUS,SCIENTIFIC_NME_SYNONYM,COMMON_NME_SYNONYM,RESTRICTED_FLAG,PRINT_ORDER_NUM,LAST_MOD,EXTRACT_DATE
2893,Ecnomus ingibandi,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2892,Ecnomus jimba,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2899,Ecnomus kakaduensis,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2881,Ecnomus karakoi,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,Data deficient,,,,,20100916,14/10/2016
2885,Ecnomus karawalla,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,Data deficient,,,,,20100916,14/10/2016
2908,Ecnomus kerema,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2902,Ecnomus kinka,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2913,Ecnomus kitabal,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2903,Ecnomus larakia,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2905,Ecnomus miriwud,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2904,Ecnomus myallensis,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2911,Ecnomus neboissi,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,Vulnerable,,,,,20100916,14/10/2016
2906,Ecnomus nibbor,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,Vulnerable,,,,,20100916,14/10/2016
2900,Ecnomus pakadji,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2888,Ecnomus pansus,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2912,Ecnomus pilbarensis,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2883,Ecnomus russellius,Caddisfly,"Neboiss, 1977",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2890,Ecnomus tillyardi,Caddisfly,"Mosely, 1953",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2901,Ecnomus tridigitus,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2909,Ecnomus tropicus,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2884,Ecnomus turgidus,Caddisfly,"Neboiss, 1982",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2920,Ecnomus turrbal,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2919,Ecnomus veratus,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2918,Ecnomus volsellus,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2916,Ecnomus wagengugurra,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2917,Ecnomus walajandari,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2915,Ecnomus wellsae,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2914,Ecnomus woronan,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2910,Ecnomus yabbura,Caddisfly,"Cartwright, 1990",Aquatic invertebrates,[ai],,,,spec,2880,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
1341,Ectocyclops rubescens,copepod,"Brady, 1904 ",Aquatic invertebrates,[ai],,,,spec,1340,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
529123,Ectomocoris decoratus,assassin bug,"(Stal, 1863)",Aquatic invertebrates,[ai],,,,spec,524363,gen,,,,,,,,,,20160926,14/10/2016
529124,Ectomocoris ornatus,assassin bug,"(Stal, 1863)",Aquatic invertebrates,[ai],,,,spec,524363,gen,,,,,,,,,,20160926,14/10/2016
529125,Ectomocoris truculentus,assassin bug,"(Stal, 1863)",Aquatic invertebrates,[ai],,,,spec,524363,gen,,,,,,,,,,20160926,14/10/2016
529126,Ectopiocephalus australis,leafhopper,"(Walker, 1858)",Aquatic invertebrates,[ai],,,,spec,523991,gen,,,,,,,,,,20160926,14/10/2016
529806,Edmundsiops hickmani,mayfly,"Suter, 2000",Aquatic invertebrates,[ai],,,,spec,1763,gen,,,,,,,,,,20160927,14/10/2016
529127,Edwardsiana froggatti,Apple Leafhopper,"(Baker, 1925)",Aquatic invertebrates,[ai],,,,spec,523992,gen,,,,,,,,,,20160926,14/10/2016
4514,Edwardsina (Tonnoirina) affinis,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina affinis,,,,20161004,14/10/2016
4523,Edwardsina (Tonnoirina) alticola,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina alticola,,,,20161004,14/10/2016
4512,Edwardsina (Tonnoirina) australiensis,torrent midge,"Tillyard, 1922",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina australiensis,,,,20161004,14/10/2016
4513,Edwardsina (Tonnoirina) bubalus,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina bubalus,,,,20161004,14/10/2016
4521,Edwardsina (Tonnoirina) confinis,torrent midge,"Tonnoir, 1924",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina confinis,,,,20161004,14/10/2016
4508,Edwardsina (Tonnoirina) ferruginea,torrent midge,"Tonnoir, 1924",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina ferruginea,,,,20161004,14/10/2016
4519,Edwardsina (Tonnoirina) gigantea,Giant Torrent Midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina gigantea,,,,20161004,14/10/2016
4522,Edwardsina (Tonnoirina) montana,torrent midge,"Tonnoir, 1924",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina montana,,,,20161004,14/10/2016
4511,Edwardsina (Tonnoirina) pilosa,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina pilosa,,,,20161004,14/10/2016
4520,Edwardsina (Tonnoirina) plicata,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina plicata,,,,20161004,14/10/2016
4525,Edwardsina (Tonnoirina) polymorpha,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina polymorpha,,,,20161004,14/10/2016
4518,Edwardsina (Tonnoirina) reticulata,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina reticulata,,,,20161004,14/10/2016
4524,Edwardsina (Tonnoirina) similis,torrent midge,"Tonnoir, 1924",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina similis,,,,20161004,14/10/2016
4516,Edwardsina (Tonnoirina) soror,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina soror,,,,20161004,14/10/2016
4517,Edwardsina (Tonnoirina) spinosa,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina spinosa,,,,20161004,14/10/2016
4509,Edwardsina (Tonnoirina) tasmaniensis,Tasmanian Torrent Midge,"Tonnoir, 1924",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina tasmaniensis,,,,20161004,14/10/2016
4510,Edwardsina (Tonnoirina) torrentium,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina torrentium,,,,20161004,14/10/2016
4515,Edwardsina (Tonnoirina) williamsi,torrent midge,"Zwick, 1977",Aquatic invertebrates,[ai],,,,spec,4507,gen,Aquatic inverts,,,,,Edwardsina williamsi,,,,20161004,14/10/2016
1365,Elaphoidella bidens,copepod,"(Schmeil, 1894)",Aquatic invertebrates,[ai],,,,spec,517969,gen,Aquatic inverts,,,,,Canthocamptus bidens,,,,20160516,14/10/2016
1366,Elaphoidella grandidieri,copepod,"(Guerne & Richard, 1893)",Aquatic invertebrates,[ai],,,,spec,517969,gen,Aquatic inverts,,,,,Canthocamptus grandidieri,,,,20160516,14/10/2016
529128,Elasmostethus ligatus,shield bug,"(Erichson, 1842)",Aquatic invertebrates,[ai],,,,spec,523878,gen,,,,,,,,,,20160926,14/10/2016
529129,Elasmostethus taeniolus,shield bug,"(Dallas, 1851)",Aquatic invertebrates,[ai],,,,spec,523878,gen,,,,,,,,,,20160926,14/10/2016
116,Embata hamata,,,Aquatic invertebrates,[ai],,,,spec,115,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
117,Embata laticeps,,,Aquatic invertebrates,[ai],,,,spec,115,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
529130,Empicoris aenus,assassin bug,"Tatarnic, Wall & Cassis, 2011",Aquatic invertebrates,[ai],,,,spec,524364,gen,,,,,,,,,,20160926,14/10/2016
529131,Empicoris rubromaculatus,assassin bug,"(Blackburn, 1889)",Aquatic invertebrates,[ai],,,,spec,524364,gen,,,,,,,,,,20160926,14/10/2016
74575,Empididae sp. 1,Dance Fly sp. 1,,Aquatic invertebrates,[ai][tf],,,,spec,4572,fam,Invertebrates,,,,,,,,,20100920,14/10/2016
4575,Empididae sp. 1 (SRV),Dance Flies,,Aquatic invertebrates,[ai],,,,spec,4572,fam,Aquatic inverts,,,,,,,,,20100916,14/10/2016
74576,Empididae sp. 12,Dance Fly sp. 12,,Aquatic invertebrates,[tf][ai],,,,spec,4572,fam,Invertebrates,,,,,,,,,20100920,14/10/2016
4576,Empididae sp. 12 (SRV),Dance Flies,,Aquatic invertebrates,[ai],,,,spec,4572,fam,Aquatic inverts,,,,,,,,,20100916,14/10/2016
74573,Empididae sp. 2,Dance Fly sp. 2,,Aquatic invertebrates,[tf][ai],,,,spec,4572,fam,Invertebrates,,,,,,,,,20100920,14/10/2016
4573,Empididae sp. 2 (MV),Dance Flies,,Aquatic invertebrates,[ai],,,,spec,4572,fam,Aquatic inverts,,,,,,,,,20100916,14/10/2016
74574,Empididae sp. 3,Dance Fly sp. 3,,Aquatic invertebrates,[tf][ai],,,,spec,4572,fam,Invertebrates,,,,,,,,,20100920,14/10/2016
4574,Empididae sp. 3 (MV),Dance Flies,,Aquatic invertebrates,[ai],,,,spec,4572,fam,Aquatic inverts,,,,,,,,,20100916,14/10/2016
74577,Empididae sp. 6,Dance Fly sp. 6,,Aquatic invertebrates,[tf][ai],,,,spec,4572,fam,Invertebrates,,,,,,,,,20100920,14/10/2016
4577,Empididae sp. 6 (SRV),Dance Flies,,Aquatic invertebrates,[ai],,,,spec,4572,fam,Aquatic inverts,,,,,,,,,20100916,14/10/2016
74578,Empididae sp. 7,Dance Fly sp. 7,,Aquatic invertebrates,[ai][tf],,,,spec,4572,fam,Invertebrates,,,,,,,,,20100920,14/10/2016
4578,Empididae sp. 7 (SRV),Dance Flies,,Aquatic invertebrates,[ai],,,,spec,4572,fam,Aquatic inverts,,,,,,,,,20100916,14/10/2016
3436,Enithares atra,backswimmer,"Brooks, 1948",Aquatic invertebrates,[ai],,,,spec,3433,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
3437,Enithares gwini,backswimmer,"Lansbury, 1984",Aquatic invertebrates,[ai],,,,spec,3433,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
3435,Enithares hackeri,backswimmer,"Hungerford, 1940",Aquatic invertebrates,[ai],,,,spec,3433,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
3438,Enithares loria,backswimmer,"Brooks, 1948",Aquatic invertebrates,[ai],,,,spec,3433,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
3434,Enithares woodwardi,backswimmer,"Lansbury, 1968",Aquatic invertebrates,[ai],,,,spec,3433,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
3826,Enochrus elongatus,,,Aquatic invertebrates,[ai],,,,spec,3825,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
3827,Enochrus eyrensis,,,Aquatic invertebrates,[ai],,,,spec,3825,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
3828,Enochrus maculiceps,,,Aquatic invertebrates,[ai],,,,spec,3825,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
1321,Eodiaptomus lumholtzi,copepod,"(Sars, 1889)",Aquatic invertebrates,[ai],,,,spec,1320,gen,Aquatic inverts,,,,,,,,,20160516,14/10/2016
1067,Ephemeroporus barroisi,water flea,"(Richard, 1894)",Aquatic invertebrates,[ai],,,,spec,1066,gen,Aquatic inverts,,,,,,,,,20160620,14/10/2016
529132,Epimixia vittata,lace bug,"Horv¿th, 1925",Aquatic invertebrates,[ai],,,,spec,524437,gen,,,,,,,,,,20160926,14/10/2016
529133,Epipsychidion epipyropis,leafhopper,"Kirkaldy, 1906",Aquatic invertebrates,[ai],,,,spec,523993,gen,,,,,,,,,,20160926,14/10/2016
2029,Episynlestes albicauda,Southern Whitetip Damselfly,"(Tillyard, 1913)",Aquatic invertebrates,[ai],,,,spec,2028,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2030,Episynlestes cristatus,Tropical Whitetip Damselfly,"Watson & Moulds, 1977",Aquatic invertebrates,[ai],,,,spec,2028,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2031,Episynlestes intermedius,Intermediate Whitetip Damselfly,"Theischinger & Watson, 1985",Aquatic invertebrates,[ai],,,,spec,2028,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
3716,Eretes australis,,,Aquatic invertebrates,[ai],,,,spec,3715,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
529134,Eribotes delitescens,shield bug,"Bergroth, 1920",Aquatic invertebrates,[ai],,,,spec,524282,gen,,,,,,,,,,20160926,14/10/2016
529135,Eribotes hobartensis,shield bug,"Distant, 1910",Aquatic invertebrates,[ai],,,,spec,524282,gen,,,,,,,,,,20160926,14/10/2016
529136,Eribotes leana,shield bug,"Distant, 1910",Aquatic invertebrates,[ai],,,,spec,524282,gen,,,,,,,,,,20160926,14/10/2016
529137,Eribotes reconditus,shield bug,"Bergroth, 1920",Aquatic invertebrates,[ai],,,,spec,524282,gen,,,,,,,,,,20160926,14/10/2016
529138,Eriococcus coriaceus,Blue Gum Scale,"Maskell, 1893",Aquatic invertebrates,[ai],,,,spec,524171,gen,,,,,,,,,,20160926,14/10/2016
529139,Eriococcus grandis,felt scale insect,"(Maskell, 1892)",Aquatic invertebrates,[ai],,,,spec,524171,gen,,,,,,,,,,20160926,14/10/2016
529140,Eriococcus orariensis,Manuka Blight Scale Insect,"Hoy, 1954",Aquatic invertebrates,[ai],,,,spec,524171,gen,,,,,,,,,,20160926,14/10/2016
529141,Eriopsylla malleensis,psyllid bug,"Taylor, 1990",Aquatic invertebrates,[ai],,,,spec,524348,gen,,,,,,,,,,20160926,14/10/2016
529142,Eriosoma lanigerum,aphid,"(Hausmann, 1802)",Aquatic invertebrates,[ai],,,,spec,523920,gen,,,,,,,,,,20160926,14/10/2016
529143,Eritingis koebeli,lace bug,"(Drake, 1944)",Aquatic invertebrates,[ai],,,,spec,524438,gen,,,,,,,,,,20160926,14/10/2016
529144,Erium globosum,mealybug,"(Maskell, 1892)",Aquatic invertebrates,[ai],,,,spec,524328,gen,,,,,,,,,,20160926,14/10/2016
518463,Erythrites osmondensis,mite,"(Southcott, 1946)",Aquatic invertebrates,[ai],,,,spec,519057,gen,,,,,,,,,,20160701,14/10/2016
529145,Essigella (Essigella) californica,aphid,"(Essig, 1909)",Aquatic invertebrates,[ai],,,,spec,523921,gen,,,,,,,,,,20160926,14/10/2016
2591,Ethochorema brunneum,Caddisfly,"(Mosely, 1953)",Aquatic invertebrates,[ai],,,,spec,2587,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2593,Ethochorema hesperium,Caddisfly,"(Neboiss, 1962)",Aquatic invertebrates,[ai],,,,spec,2587,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2588,Ethochorema kelion,Caddisfly,"Neboiss, 1977",Aquatic invertebrates,[ai],,,,spec,2587,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2594,Ethochorema nesydrion,Caddisfly,"(Neboiss, 1962)",Aquatic invertebrates,[ai],,,,spec,2587,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2589,Ethochorema ochraceum,Caddisfly,"(Mosely, 1953)",Aquatic invertebrates,[ai],,,,spec,2587,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2590,Ethochorema secutum,Caddisfly,"Neboiss, 1977",Aquatic invertebrates,[ai],,,,spec,2587,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
2592,Ethochorema turbidum,Caddisfly,"(Neboiss, 1962)",Aquatic invertebrates,[ai],,,,spec,2587,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
529146,Euander lacertosus,Strawberry Bug,"(Erichson, 1842)",Aquatic invertebrates,[ai],,,,spec,524402,gen,,,,,,,,,,20160926,14/10/2016
529147,Euander torquatus,seed bug,"(Erichson, 1842)",Aquatic invertebrates,[ai],,,,spec,524402,gen,,,,,,,,,,20160926,14/10/2016
529148,Euaulana ferritincta,lace bug,"Drake, 1945",Aquatic invertebrates,[ai],,,,spec,524439,gen,,,,,,,,,,20160926,14/10/2016
529149,Eucalyptococcus brookesae,mealybug,"Williams, 1985",Aquatic invertebrates,[ai],,,,spec,524329,gen,,,,,,,,,,20160926,14/10/2016
529150,Eucalyptococcus lobulatus,mealybug,"(Maskell, 1894)",Aquatic invertebrates,[ai],,,,spec,524329,gen,,,,,,,,,,20160926,14/10/2016
315,Euchlanis dilatata,,,Aquatic invertebrates,[ai],,,,spec,314,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
1350,Eucyclops australiensis,copepod,"Morton, 1990",Aquatic invertebrates,[ai],,,,spec,1349,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
1198,Eucypris virens,seed shrimp,"(Jurine, 1820)",Aquatic invertebrates,[ai],,,,spec,1197,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
529151,Eufairmairia consobrinus,treehopper,"Distant, 1916",Aquatic invertebrates,[ai],,,,spec,524207,gen,,,,,,,,,,20160926,14/10/2016
529152,Eufairmairia fraternus,treehopper,"Distant, 1916",Aquatic invertebrates,[ai],,,,spec,524207,gen,,,,,,,,,,20160926,14/10/2016
529153,Eufairmairia giganticus,treehopper,"(Goding, 1903)",Aquatic invertebrates,[ai],,,,spec,524207,gen,,,,,,,,,,20160926,14/10/2016
529154,Eufairmairia rubridorsata,treehopper,"(Buckton, 1903)",Aquatic invertebrates,[ai],,,,spec,524207,gen,,,,,,,,,,20160926,14/10/2016
529155,Eufrenchia falcata,treehopper,"(Walker, 1851)",Aquatic invertebrates,[ai],,,,spec,524208,gen,,,,,,,,,,20160926,14/10/2016
529156,Eufroggattia tuberculata,shield bug,"Goding, 1903",Aquatic invertebrates,[ai],,,,spec,524283,gen,,,,,,,,,,20160926,14/10/2016
529157,Eugreeniella pulchra,scale insect,"(Green, 1905)",Aquatic invertebrates,[ai],,,,spec,524142,gen,,,,,,,,,,20160926,14/10/2016
4183,Eukiefferiella insolida,midge,"(Skuse, 1889)",Aquatic invertebrates,[ai],,,,spec,4182,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
529158,Eulaingia stenophyllae,scale insect,"(Laing, 1929)",Aquatic invertebrates,[ai],,,,spec,524143,gen,,,,,,,,,,20160926,14/10/2016
529159,Euleimonios dedarensis,leafhopper,"(Evans, 1942)",Aquatic invertebrates,[ai],,,,spec,523994,gen,,,,,,,,,,20160926,14/10/2016
529160,Euleimonios kirkaldyi,leafhopper,"Fletcher & Condello, 1994",Aquatic invertebrates,[ai],,,,spec,523994,gen,,,,,,,,,,20160926,14/10/2016
529161,Euleimonios rosifrons,leafhopper,"Fletcher & Condello, 1994",Aquatic invertebrates,[ai],,,,spec,523994,gen,,,,,,,,,,20160926,14/10/2016
529162,Euleimonios sinuatus,leafhopper,"Fletcher & Condello, 1994",Aquatic invertebrates,[ai],,,,spec,523994,gen,,,,,,,,,,20160926,14/10/2016
529163,Eulonips coleopteroides,shield bug,"Lis, 1999",Aquatic invertebrates,[ai],,,,spec,524119,gen,,,,,,,,,,20160926,14/10/2016
529164,Eumetopina histrionica,planthopper,"(Kirkaldy, 1906)",Aquatic invertebrates,[ai],,,,spec,524125,gen,,,,,,,,,,20160926,14/10/2016
2435,Eunotoperla kershawi,Stonefly,"Tillyard, 1924",Aquatic invertebrates,[ai],,,,spec,2434,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
529165,Eupolemus angularis,shield bug,"(Reuter, 1881)",Aquatic invertebrates,[ai],,,,spec,523879,gen,,,,,,,,,,20160926,14/10/2016
529166,Eupolemus insularis,shield bug,"Distant, 1910",Aquatic invertebrates,[ai],,,,spec,523879,gen,,,,,,,,,,20160926,14/10/2016
529167,Eupolemus languidus,shield bug,"(Stal, 1860)",Aquatic invertebrates,[ai],,,,spec,523879,gen,,,,,,,,,,20160926,14/10/2016
529168,Eupolemus marginatus,shield bug,"(Reuter, 1881)",Aquatic invertebrates,[ai],,,,spec,523879,gen,,,,,,,,,,20160926,14/10/2016
529169,Eupolemus picturatus,shield bug,"Distant, 1910",Aquatic invertebrates,[ai],,,,spec,523879,gen,,,,,,,,,,20160926,14/10/2016
529170,Eupolemus tasmanicus,shield bug,"(Distant, 1910)",Aquatic invertebrates,[ai],,,,spec,523879,gen,,,,,,,,,,20160926,14/10/2016
529171,Eupolemus venustulus,shield bug,"(Walker, 1867)",Aquatic invertebrates,[ai],,,,spec,523879,gen,,,,,,,,,,20160926,14/10/2016
529172,Eupolemus virescens,shield bug,"(Dallas, 1852)",Aquatic invertebrates,[ai],,,,spec,523879,gen,,,,,,,,,,20160926,14/10/2016
529173,Eurybrochis zanna,plant bug,"Kirkaldy, 1902",Aquatic invertebrates,[ai],,,,spec,524223,gen,,,,,,,,,,20160926,14/10/2016
529174,Eurymela distincta,leafhopper,"Signoret, 1850",Aquatic invertebrates,[ai],,,,spec,523995,gen,,,,,,,,,,20160926,14/10/2016
529175,Eurymela erythrocnemis,leafhopper,"Burmeister, 1838",Aquatic invertebrates,[ai],,,,spec,523995,gen,,,,,,,,,,20160926,14/10/2016
529176,Eurymela fenestrata,leafhopper,"Le Peletier & Serville, 1825",Aquatic invertebrates,[ai],,,,spec,523995,gen,,,,,,,,,,20160926,14/10/2016
529177,Eurymelella tonnoiri,leafhopper,"Evans, 1939",Aquatic invertebrates,[ai],,,,spec,523996,gen,,,,,,,,,,20160926,14/10/2016
529178,Eurymelessa moruyana,leafhopper,"(Distant, 1917)",Aquatic invertebrates,[ai],,,,spec,523996,gen,,,,,,,,,,20160926,14/10/2016
529179,Eurymelita terminalis,leafhopper,"(Walker, 1851)",Aquatic invertebrates,[ai],,,,spec,523997,gen,,,,,,,,,,20160926,14/10/2016
529180,Eurymeloides adspersa,leafhopper,"(Signoret, 1850)",Aquatic invertebrates,[ai],,,,spec,523998,gen,,,,,,,,,,20160926,14/10/2016
529181,Eurymeloides bicincta,leafhopper,"(Erichson, 1842)",Aquatic invertebrates,[ai],,,,spec,523998,gen,,,,,,,,,,20160926,14/10/2016
529182,Eurymeloides lineata,leafhopper,"(Signoret, 1850)",Aquatic invertebrates,[ai],,,,spec,523998,gen,,,,,,,,,,20160926,14/10/2016
529183,Eurymeloides marmorata,leafhopper,"(Burmeister, 1838)",Aquatic invertebrates,[ai],,,,spec,523998,gen,,,,,,,,,,20160926,14/10/2016
529184,Eurymeloides musgravei,leafhopper,"Evans, 1966",Aquatic invertebrates,[ai],,,,spec,523998,gen,,,,,,,,,,20160926,14/10/2016
529185,Eurymeloides pulchra,leafhopper,"(Signoret, 1850)",Aquatic invertebrates,[ai],,,,spec,523998,gen,,,,,,,,,,20160926,14/10/2016
529186,Eurymeloides punctata,leafhopper,"(Signoret, 1850)",Aquatic invertebrates,[ai],,,,spec,523998,gen,,,,,,,,,,20160926,14/10/2016
529187,Eurymelops bicolor,leafhopper,"(Burmeister, 1841)",Aquatic invertebrates,[ai],,,,spec,523999,gen,,,,,,,,,,20160926,14/10/2016
529188,Eurymelops latifascia,leafhopper,"(Walker, 1851)",Aquatic invertebrates,[ai],,,,spec,523999,gen,,,,,,,,,,20160926,14/10/2016
529189,Eurymelops rubrovittata,leafhopper,"(Amyot & Serville, 1843)",Aquatic invertebrates,[ai],,,,spec,523999,gen,,,,,,,,,,20160926,14/10/2016
529190,Eurypella tasmaniensis,leafhopper,"(Evans, 1947)",Aquatic invertebrates,[ai],,,,spec,524000,gen,,,,,,,,,,20160926,14/10/2016
1942,Eurysticta coolawanyah,Pilbara Pin Damselfly,"Watson, 1969",Aquatic invertebrates,[ai],,,,spec,1940,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
1943,Eurysticta coomalie,Commalie Pin Damselfly,"Watson, 1991",Aquatic invertebrates,[ai],,,,spec,1940,gen,Aquatic inverts,,,,,,,,,20100916,14/10/2016
